vi;vj;comprimento;demanda;tipo
0;1;381.43;286.0725;"CD"
2;3;381.68;286.26;"CD"
4;5;380.96;285.71999999999997;"CD"
6;7;379.61;284.7075;"CD"
8;9;378.06;283.545;"CD"
10;11;377.57;283.1775;"CD"
12;13;377.18;282.885;"CD"
14;15;375.61;281.7075;"CD"
16;17;375.58;281.685;"CD"
18;19;375.21;281.40749999999997;"CD"
20;21;375.57;281.6775;"CD"
22;23;374.09;280.5675;"CD"
24;25;373.52;280.14;"CD"
26;27;372.31;279.2325;"CD"
28;29;371.34;278.505;"CD"
30;31;370.44;277.83;"CD"
32;33;370.08;277.56;"CD"
34;35;367.55;275.6625;"CD"
36;37;367.36;275.52;"CD"
38;39;366.73;275.0475;"CD"
40;41;366.18;274.635;"CD"
42;43;365.46;274.09499999999997;"CD"
44;45;364.7;273.525;"CD"
46;47;362.08;271.56;"CD"
48;49;361.88;271.40999999999997;"CD"
50;51;293.05;219.78750000000002;"CD"
52;53;292.91;219.6825;"CD"
54;55;274.02;205.515;"CD"
56;57;258.97;194.22750000000002;"CD"
58;59;245.92;184.44;"CD"
60;61;231.59;173.6925;"CD"
62;63;219.1;164.325;"CD"
64;65;209.24;156.93;"CD"
66;67;186.84;140.13;"CD"
68;69;171.18;128.385;"CD"
70;71;160.71;120.5325;"CD"
72;73;146.17;109.6275;"CD"
74;75;124.07;93.0525;"CD"
76;77;112.58;84.435;"CD"
78;79;91.0;68.25;"CD"
80;81;68.95;51.712500000000006;"CD"
82;83;45.09;0.0;"SD"
84;85;383.31;287.4825;"CD"
86;87;383.71;287.78249999999997;"CD"
88;89;385.3;288.975;"CD"
90;91;385.8;289.35;"CD"
92;93;386.18;289.635;"CD"
94;95;388.55;291.4125;"CD"
96;97;387.39;290.5425;"CD"
98;99;389.03;291.7725;"CD"
100;101;388.78;291.585;"CD"
102;103;390.23;292.6725;"CD"
104;105;392.11;294.0825;"CD"
106;107;391.63;293.72249999999997;"CD"
108;109;392.95;294.7125;"CD"
110;111;393.34;295.005;"CD"
112;113;393.3;294.975;"CD"
114;115;394.51;295.8825;"CD"
116;117;395.12;296.34000000000003;"CD"
118;119;395.52;296.64;"CD"
120;121;397.06;297.795;"CD"
122;123;398.34;298.755;"CD"
124;125;398.76;299.07;"CD"
126;127;398.07;298.5525;"CD"
128;129;399.38;299.53499999999997;"CD"
130;131;398.7;299.025;"CD"
132;133;399.66;299.745;"CD"
134;135;400.02;300.015;"CD"
136;137;397.76;298.32;"CD"
138;139;398.27;298.7025;"CD"
140;141;397.91;298.4325;"CD"
142;143;397.82;298.365;"CD"
144;145;397.89;298.4175;"CD"
146;147;395.79;296.84250000000003;"CD"
148;149;396.81;297.6075;"CD"
150;151;395.14;296.355;"CD"
152;153;392.88;294.65999999999997;"CD"
154;155;392.65;294.48749999999995;"CD"
156;157;243.4;182.55;"CD"
158;159;241.0;180.75;"CD"
160;161;242.54;181.905;"CD"
162;163;240.36;180.27;"CD"
164;165;241.27;180.95250000000001;"CD"
166;167;242.32;181.74;"CD"
168;169;240.85;180.6375;"CD"
170;171;241.18;180.885;"CD"
172;173;241.35;181.0125;"CD"
174;175;242.08;181.56;"CD"
176;177;241.65;181.2375;"CD"
178;179;242.73;182.04749999999999;"CD"
180;181;243.11;182.3325;"CD"
182;183;241.92;181.44;"CD"
184;185;241.35;181.0125;"CD"
186;187;240.7;180.52499999999998;"CD"
188;189;239.03;179.2725;"CD"
190;191;239.02;179.26500000000001;"CD"
192;193;238.74;179.055;"CD"
194;195;238.54;178.905;"CD"
196;197;234.8;176.10000000000002;"CD"
198;199;229.52;172.14000000000001;"CD"
200;201;224.48;168.35999999999999;"CD"
202;203;217.93;163.4475;"CD"
204;205;214.35;160.7625;"CD"
206;207;208.06;156.04500000000002;"CD"
208;209;201.21;150.9075;"CD"
210;211;189.88;142.41;"CD"
212;213;176.01;132.0075;"CD"
214;215;162.3;121.72500000000001;"CD"
216;217;151.77;113.82750000000001;"CD"
218;219;129.74;97.305;"CD"
220;221;117.91;88.4325;"CD"
222;223;100.0;75.0;"CD"
224;225;90.21;67.6575;"CD"
226;227;82.81;62.1075;"CD"
228;229;50.02;0.0;"SD"
230;231;108.68;81.51;"CD"
232;233;99.35;74.51249999999999;"CD"
234;235;94.39;70.7925;"CD"
236;237;88.47;66.35249999999999;"CD"
238;239;81.85;61.387499999999996;"CD"
240;241;78.17;58.6275;"CD"
242;243;69.06;51.795;"CD"
244;245;61.11;45.832499999999996;"CD"
246;247;54.15;40.6125;"CD"
248;249;41.77;31.3275;"CD"
250;251;31.03;23.2725;"CD"
252;253;21.14;0.0;"SD"
228;226;4.71;0.0;"SD"
226;224;1.58;0.0;"SD"
224;222;1.57;0.0;"SD"
222;220;1.49;0.0;"SD"
220;218;1.67;0.0;"SD"
218;216;1.36;0.0;"SD"
216;214;1.37;0.0;"SD"
214;212;1.67;0.0;"SD"
212;210;1.65;0.0;"SD"
210;208;1.67;0.0;"SD"
208;206;1.8;0.0;"SD"
206;204;1.79;0.0;"SD"
204;202;1.67;0.0;"SD"
202;200;1.71;0.0;"SD"
200;198;1.46;0.0;"SD"
198;196;1.57;0.0;"SD"
196;194;1.8;0.0;"SD"
194;192;1.47;0.0;"SD"
192;190;1.63;0.0;"SD"
190;188;1.7;0.0;"SD"
188;186;1.85;0.0;"SD"
186;184;1.8;0.0;"SD"
184;182;1.69;0.0;"SD"
182;180;1.26;0.0;"SD"
180;178;1.41;0.0;"SD"
178;176;1.7;0.0;"SD"
176;174;1.53;0.0;"SD"
174;172;1.6;0.0;"SD"
172;170;1.57;0.0;"SD"
170;168;1.64;0.0;"SD"
168;166;1.73;0.0;"SD"
166;164;1.56;0.0;"SD"
164;162;1.56;0.0;"SD"
162;160;1.59;0.0;"SD"
160;158;1.83;0.0;"SD"
158;156;1.53;0.0;"SD"
156;154;1.51;0.0;"SD"
154;152;1.58;0.0;"SD"
152;150;2.31;0.0;"SD"
150;148;1.52;0.0;"SD"
148;146;2.27;0.0;"SD"
146;144;1.51;0.0;"SD"
144;142;1.48;0.0;"SD"
142;140;1.39;0.0;"SD"
140;138;1.29;0.0;"SD"
138;136;1.83;0.0;"SD"
136;134;2.1;0.0;"SD"
134;132;1.48;0.0;"SD"
132;130;2.55;0.0;"SD"
130;128;1.34;0.0;"SD"
128;126;1.88;0.0;"SD"
126;124;1.71;0.0;"SD"
124;122;1.21;0.0;"SD"
122;120;1.53;0.0;"SD"
120;118;1.79;0.0;"SD"
118;116;1.51;0.0;"SD"
116;114;1.61;0.0;"SD"
114;112;1.45;0.0;"SD"
112;110;1.6;0.0;"SD"
110;108;1.51;0.0;"SD"
108;106;1.71;0.0;"SD"
106;104;2.1;0.0;"SD"
104;102;2.4;0.0;"SD"
102;100;1.5;0.0;"SD"
100;98;1.56;0.0;"SD"
98;96;1.56;0.0;"SD"
96;94;2.02;0.0;"SD"
94;92;2.09;0.0;"SD"
92;90;1.41;0.0;"SD"
90;88;1.63;0.0;"SD"
88;86;1.98;0.0;"SD"
86;84;1.55;0.0;"SD"
84;0;1.46;0.0;"SD"
0;2;1.35;0.0;"SD"
2;4;1.64;0.0;"SD"
4;6;1.63;0.0;"SD"
6;8;1.65;0.0;"SD"
8;10;1.45;0.0;"SD"
10;12;1.36;0.0;"SD"
12;14;1.9;0.0;"SD"
14;16;1.68;0.0;"SD"
16;18;1.47;0.0;"SD"
18;20;1.32;0.0;"SD"
20;22;1.45;0.0;"SD"
22;24;1.56;0.0;"SD"
