vi;vj;comprimento;demanda;tipo
669;1;96.69;72.5175;"CD"
2;3;103.27;77.4525;"CD"
4;5;110.76;83.07000000000001;"CD"
6;7;116.17;87.1275;"CD"
8;9;122.0;91.5;"CD"
10;11;129.89;97.41749999999999;"CD"
12;13;138.8;104.10000000000001;"CD"
14;15;422.45;316.8375;"CD"
16;17;422.88;317.15999999999997;"CD"
18;19;422.48;316.86;"CD"
20;21;422.17;316.6275;"CD"
22;23;422.81;317.1075;"CD"
24;25;422.69;317.0175;"CD"
26;27;320.73;240.5475;"CD"
28;29;327.58;245.685;"CD"
30;31;338.58;253.935;"CD"
32;33;351.35;263.51250000000005;"CD"
34;35;423.18;317.385;"CD"
36;37;423.21;317.40749999999997;"CD"
38;39;422.04;316.53000000000003;"CD"
40;41;420.25;315.1875;"CD"
42;43;420.99;315.7425;"CD"
44;45;420.37;315.27750000000003;"CD"
46;47;420.35;315.26250000000005;"CD"
48;49;420.51;315.3825;"CD"
50;51;421.24;315.93;"CD"
52;53;421.22;315.915;"CD"
54;55;421.86;316.395;"CD"
56;57;422.14;316.605;"CD"
58;59;414.98;311.235;"CD"
60;61;415.65;311.73749999999995;"CD"
62;63;415.42;311.565;"CD"
64;65;415.78;311.835;"CD"
66;67;415.94;311.955;"CD"
68;69;415.47;311.6025;"CD"
70;71;417.71;313.28249999999997;"CD"
72;73;417.84;313.38;"CD"
74;75;418.51;313.8825;"CD"
76;77;418.34;313.755;"CD"
78;79;418.58;313.935;"CD"
80;81;418.76;314.07;"CD"
82;83;417.93;313.4475;"CD"
84;85;419.91;314.9325;"CD"
86;87;420.5;315.375;"CD"
88;89;419.04;314.28000000000003;"CD"
90;91;419.66;314.745;"CD"
92;93;419.59;314.6925;"CD"
94;95;419.88;314.90999999999997;"CD"
96;97;47.18;0.0;"SD"
98;99;61.04;45.78;"CD"
100;101;70.24;52.67999999999999;"CD"
102;103;76.77;57.5775;"CD"
104;105;85.32;63.989999999999995;"CD"
106;107;92.35;69.26249999999999;"CD"
108;109;100.25;75.1875;"CD"
110;111;106.0;79.5;"CD"
112;113;111.21;83.4075;"CD"
114;115;117.02;87.765;"CD"
116;117;123.23;92.4225;"CD"
118;119;128.29;96.2175;"CD"
120;121;133.7;100.27499999999999;"CD"
122;123;138.7;104.02499999999999;"CD"
124;125;144.25;108.1875;"CD"
126;127;148.16;111.12;"CD"
128;129;153.41;115.0575;"CD"
130;131;158.47;118.85249999999999;"CD"
132;133;163.06;122.295;"CD"
134;135;168.83;126.6225;"CD"
136;137;172.97;129.7275;"CD"
138;139;176.76;132.57;"CD"
140;141;181.67;136.2525;"CD"
142;143;184.81;138.60750000000002;"CD"
144;145;188.93;141.6975;"CD"
146;147;193.39;145.0425;"CD"
148;149;196.34;147.255;"CD"
150;151;199.29;149.4675;"CD"
152;153;203.11;152.3325;"CD"
154;155;206.83;155.1225;"CD"
156;157;211.61;158.7075;"CD"
158;159;215.3;161.47500000000002;"CD"
160;161;218.49;163.8675;"CD"
162;163;222.03;166.5225;"CD"
164;165;225.93;169.4475;"CD"
166;167;228.98;171.73499999999999;"CD"
168;169;234.3;175.72500000000002;"CD"
170;171;237.01;177.7575;"CD"
172;173;240.02;180.01500000000001;"CD"
174;175;242.29;181.7175;"CD"
176;177;248.07;186.0525;"CD"
178;179;251.14;188.355;"CD"
180;181;254.17;190.6275;"CD"
182;183;258.97;194.22750000000002;"CD"
184;185;263.39;197.5425;"CD"
186;187;266.48;199.86;"CD"
188;189;271.54;203.65500000000003;"CD"
190;191;275.21;206.40749999999997;"CD"
192;193;278.31;208.73250000000002;"CD"
194;195;283.0;212.25;"CD"
196;197;287.79;215.84250000000003;"CD"
198;199;292.09;219.0675;"CD"
200;201;297.23;222.9225;"CD"
202;203;299.24;224.43;"CD"
204;205;306.24;229.68;"CD"
206;207;310.73;233.0475;"CD"
208;209;315.77;236.8275;"CD"
13;210;221.75;0.0;"SD"
211;212;36.62;27.464999999999996;"CD"
213;214;52.59;39.4425;"CD"
215;216;68.99;51.74249999999999;"CD"
217;218;76.2;57.150000000000006;"CD"
219;220;82.43;61.822500000000005;"CD"
221;222;88.71;66.5325;"CD"
223;224;93.91;70.4325;"CD"
225;226;368.14;276.105;"CD"
227;228;364.03;273.0225;"CD"
229;230;365.53;274.1475;"CD"
231;232;367.04;275.28000000000003;"CD"
233;234;370.2;277.65;"CD"
235;236;371.49;278.6175;"CD"
237;238;371.24;278.43;"CD"
239;240;371.62;278.71500000000003;"CD"
241;242;372.59;279.4425;"CD"
243;244;373.37;280.02750000000003;"CD"
245;246;375.53;281.6475;"CD"
247;248;376.81;282.6075;"CD"
249;250;378.08;283.56;"CD"
251;252;380.68;285.51;"CD"
253;254;382.33;286.7475;"CD"
255;256;384.3;288.225;"CD"
257;258;385.59;289.1925;"CD"
259;260;386.76;290.07;"CD"
261;262;387.73;290.7975;"CD"
263;264;387.79;290.84250000000003;"CD"
265;266;388.43;291.3225;"CD"
267;268;390.17;292.6275;"CD"
269;270;390.15;292.61249999999995;"CD"
271;272;391.24;293.43;"CD"
273;274;391.59;293.6925;"CD"
275;276;392.55;294.4125;"CD"
277;278;393.84;295.38;"CD"
279;280;395.1;296.32500000000005;"CD"
281;282;395.61;296.7075;"CD"
283;284;396.7;297.525;"CD"
285;286;397.77;298.3275;"CD"
287;288;398.67;299.0025;"CD"
289;290;398.85;299.13750000000005;"CD"
291;292;399.63;299.72249999999997;"CD"
293;294;400.54;300.40500000000003;"CD"
295;296;401.19;300.8925;"CD"
297;298;402.19;301.6425;"CD"
299;300;402.73;302.0475;"CD"
301;302;403.71;302.78249999999997;"CD"
303;304;404.16;303.12;"CD"
305;306;404.71;303.53249999999997;"CD"
307;308;405.54;304.15500000000003;"CD"
309;310;406.26;304.695;"CD"
311;312;407.43;305.5725;"CD"
313;314;408.53;306.3975;"CD"
315;316;408.25;306.1875;"CD"
317;318;409.05;306.7875;"CD"
319;320;409.57;307.1775;"CD"
321;322;410.44;307.83;"CD"
323;324;410.17;307.6275;"CD"
325;326;410.9;308.17499999999995;"CD"
327;328;412.21;309.15749999999997;"CD"
329;330;412.27;309.2025;"CD"
331;332;412.88;309.65999999999997;"CD"
333;334;412.3;309.225;"CD"
335;336;414.33;310.7475;"CD"
337;338;414.4;310.79999999999995;"CD"
339;340;415.22;311.415;"CD"
341;342;27.46;0.0;"SD"
96;98;10.06;0.0;"SD"
98;100;5.49;0.0;"SD"
100;102;3.33;0.0;"SD"
102;104;6.2;0.0;"SD"
104;106;4.83;0.0;"SD"
106;108;4.83;0.0;"SD"
108;110;3.02;0.0;"SD"
110;112;3.45;0.0;"SD"
112;114;2.67;0.0;"SD"
114;116;3.98;0.0;"SD"
116;118;3.14;0.0;"SD"
118;120;2.62;0.0;"SD"
120;122;3.06;0.0;"SD"
122;124;2.51;0.0;"SD"
124;126;2.52;0.0;"SD"
126;128;2.42;0.0;"SD"
128;130;2.76;0.0;"SD"
130;132;3.11;0.0;"SD"
132;134;2.39;0.0;"SD"
134;136;2.42;0.0;"SD"
136;138;2.15;0.0;"SD"
138;140;2.14;0.0;"SD"
140;142;2.07;0.0;"SD"
142;144;1.93;0.0;"SD"
144;146;2.63;0.0;"SD"
146;148;1.79;0.0;"SD"
148;150;1.55;0.0;"SD"
150;152;1.99;0.0;"SD"
152;154;2.0;0.0;"SD"
154;156;2.01;0.0;"SD"
156;158;1.85;0.0;"SD"
158;160;1.84;0.0;"SD"
160;162;1.63;0.0;"SD"
162;164;1.72;0.0;"SD"
164;166;1.7;0.0;"SD"
166;168;2.11;0.0;"SD"
168;170;1.47;0.0;"SD"
170;172;1.82;0.0;"SD"
172;174;2.08;0.0;"SD"
174;176;2.07;0.0;"SD"
176;178;1.37;0.0;"SD"
178;180;1.35;0.0;"SD"
180;182;1.78;0.0;"SD"
182;184;1.97;0.0;"SD"
184;186;1.72;0.0;"SD"
186;188;1.8;0.0;"SD"
188;190;1.7;0.0;"SD"
190;192;1.55;0.0;"SD"
192;194;2.04;0.0;"SD"
194;196;1.48;0.0;"SD"
196;198;1.8;0.0;"SD"
198;200;1.95;0.0;"SD"
200;202;1.56;0.0;"SD"
202;204;2.13;0.0;"SD"
204;206;1.55;0.0;"SD"
206;208;1.63;0.0;"SD"
208;26;1.55;0.0;"SD"
26;28;1.86;0.0;"SD"
28;30;1.73;0.0;"SD"
30;32;1.91;0.0;"SD"
32;34;1.6;0.0;"SD"
34;36;1.79;0.0;"SD"
36;38;1.5;0.0;"SD"
38;16;1.89;0.0;"SD"
16;18;1.55;0.0;"SD"
18;14;1.69;0.0;"SD"
14;25;1.46;0.0;"SD"
25;23;2.12;0.0;"SD"
23;21;1.43;0.0;"SD"
21;57;1.35;0.0;"SD"
57;55;1.7;0.0;"SD"
55;53;1.36;0.0;"SD"
53;51;1.52;0.0;"SD"
51;49;1.66;0.0;"SD"
49;47;1.61;0.0;"SD"
47;45;1.82;0.0;"SD"
45;43;1.67;0.0;"SD"
43;41;1.52;0.0;"SD"
41;95;1.74;0.0;"SD"
