vi;vj;comprimento;demanda;tipo
293;1;218.6;163.95;"CD"
2;3;214.9;161.175;"CD"
4;5;212.49;159.3675;"CD"
6;7;207.85;155.8875;"CD"
8;9;204.32;153.24;"CD"
10;11;201.9;151.425;"CD"
12;13;198.82;149.115;"CD"
14;15;194.44;145.82999999999998;"CD"
16;17;190.9;143.175;"CD"
18;19;188.45;141.33749999999998;"CD"
20;21;186.37;139.7775;"CD"
22;23;182.78;137.085;"CD"
24;25;181.88;136.41;"CD"
26;27;179.51;134.6325;"CD"
28;29;177.97;133.4775;"CD"
30;31;174.16;130.62;"CD"
32;33;174.6;130.95;"CD"
34;35;172.38;129.285;"CD"
36;37;171.05;128.28750000000002;"CD"
38;39;168.85;126.63749999999999;"CD"
40;41;167.36;125.52000000000001;"CD"
42;43;165.78;124.33500000000001;"CD"
44;45;164.48;123.35999999999999;"CD"
46;47;163.85;122.88749999999999;"CD"
48;49;161.77;121.32750000000001;"CD"
50;51;160.85;120.63749999999999;"CD"
52;53;158.92;119.19;"CD"
54;55;158.46;118.845;"CD"
56;57;156.73;117.54749999999999;"CD"
58;59;155.27;116.45250000000001;"CD"
60;61;153.6;115.19999999999999;"CD"
62;63;152.59;114.4425;"CD"
64;65;151.42;113.565;"CD"
66;67;150.25;112.6875;"CD"
68;69;148.42;111.315;"CD"
70;71;146.5;109.875;"CD"
72;73;145.3;108.97500000000001;"CD"
74;75;143.06;107.295;"CD"
76;77;140.99;105.7425;"CD"
78;79;139.75;104.8125;"CD"
80;81;138.82;104.115;"CD"
82;83;136.44;102.33;"CD"
84;85;134.78;101.08500000000001;"CD"
86;87;133.9;100.42500000000001;"CD"
88;89;132.27;99.20250000000001;"CD"
90;91;130.37;97.7775;"CD"
92;93;128.65;96.48750000000001;"CD"
94;95;126.97;95.22749999999999;"CD"
96;97;125.01;93.75750000000001;"CD"
98;99;123.35;92.51249999999999;"CD"
100;101;122.34;91.755;"CD"
102;103;119.23;89.4225;"CD"
104;105;118.43;88.8225;"CD"
106;107;117.74;88.30499999999999;"CD"
108;109;116.25;87.1875;"CD"
110;111;114.11;85.5825;"CD"
112;113;112.47;84.35249999999999;"CD"
114;115;111.29;83.4675;"CD"
116;117;109.74;82.30499999999999;"CD"
118;119;108.21;81.1575;"CD"
120;121;107.48;80.61;"CD"
122;123;107.07;80.3025;"CD"
124;125;105.89;79.4175;"CD"
126;127;105.57;79.1775;"CD"
128;129;104.35;78.26249999999999;"CD"
130;131;103.14;77.355;"CD"
132;133;100.2;75.15;"CD"
134;135;99.88;74.91;"CD"
136;137;99.28;74.46000000000001;"CD"
138;139;97.07;72.8025;"CD"
140;141;96.13;72.0975;"CD"
142;143;95.37;71.5275;"CD"
144;145;93.7;70.275;"CD"
146;147;92.27;69.2025;"CD"
148;149;90.97;68.22749999999999;"CD"
150;151;91.36;68.52;"CD"
152;153;88.95;66.7125;"CD"
154;155;88.41;66.3075;"CD"
156;157;86.52;64.89;"CD"
158;159;83.58;62.685;"CD"
160;161;82.01;61.50750000000001;"CD"
162;163;80.1;60.074999999999996;"CD"
164;165;78.28;58.71;"CD"
166;167;75.19;56.3925;"CD"
168;169;72.66;54.495;"CD"
170;171;70.0;52.5;"CD"
172;173;68.26;51.19500000000001;"CD"
174;175;66.18;49.635000000000005;"CD"
176;177;64.41;48.3075;"CD"
178;179;61.5;46.125;"CD"
180;181;59.32;44.49;"CD"
182;183;56.73;42.5475;"CD"
184;185;54.11;40.582499999999996;"CD"
186;187;50.64;37.980000000000004;"CD"
188;189;46.95;35.212500000000006;"CD"
190;191;43.64;32.730000000000004;"CD"
192;193;39.13;29.347500000000004;"CD"
194;195;36.68;27.509999999999998;"CD"
196;197;32.33;24.2475;"CD"
198;199;27.86;20.895;"CD"
200;201;22.72;17.04;"CD"
202;203;18.95;14.212499999999999;"CD"
204;205;13.76;0.0;"SD"
206;207;218.81;164.10750000000002;"CD"
208;209;219.29;164.4675;"CD"
210;211;218.46;163.845;"CD"
212;213;217.95;163.46249999999998;"CD"
214;215;218.57;163.9275;"CD"
216;217;218.9;164.175;"CD"
218;219;218.25;163.6875;"CD"
220;221;216.84;162.63;"CD"
222;223;218.33;163.7475;"CD"
224;225;217.83;163.3725;"CD"
226;227;218.02;163.51500000000001;"CD"
228;229;217.0;162.75;"CD"
230;231;217.17;162.8775;"CD"
232;233;218.21;163.6575;"CD"
234;235;219.5;164.625;"CD"
236;237;220.03;165.0225;"CD"
238;239;219.54;164.655;"CD"
240;241;268.43;201.3225;"CD"
242;243;266.34;199.755;"CD"
244;245;262.19;196.64249999999998;"CD"
246;247;260.17;195.1275;"CD"
248;249;256.18;192.135;"CD"
250;251;252.72;189.54;"CD"
252;253;249.05;186.78750000000002;"CD"
254;255;246.05;184.53750000000002;"CD"
256;257;243.14;182.355;"CD"
258;259;240.55;180.41250000000002;"CD"
260;261;237.86;178.395;"CD"
262;263;232.96;174.72;"CD"
264;265;228.93;171.6975;"CD"
266;267;226.11;169.5825;"CD"
268;269;224.42;168.315;"CD"
270;271;222.93;167.1975;"CD"
272;273;221.87;166.4025;"CD"
274;275;221.26;165.945;"CD"
276;277;218.77;164.07750000000001;"CD"
278;279;218.78;164.085;"CD"
280;281;221.35;166.0125;"CD"
282;283;221.22;165.915;"CD"
284;285;220.24;165.18;"CD"
286;287;220.26;165.195;"CD"
288;289;272.43;204.3225;"CD"
290;291;275.27;206.4525;"CD"
292;0;276.7;207.52499999999998;"CD"
294;295;278.0;208.5;"CD"
296;297;279.24;209.43;"CD"
298;299;276.03;207.02249999999998;"CD"
300;301;270.76;203.07;"CD"
302;303;266.42;199.815;"CD"
304;305;263.15;197.36249999999998;"CD"
306;307;256.79;192.59250000000003;"CD"
308;309;250.78;188.085;"CD"
310;311;245.42;184.065;"CD"
312;313;242.64;181.98;"CD"
314;315;236.7;177.52499999999998;"CD"
316;317;231.57;173.6775;"CD"
318;319;220.46;165.345;"CD"
320;321;198.91;149.1825;"CD"
322;323;191.27;143.45250000000001;"CD"
324;325;183.11;137.3325;"CD"
326;327;176.28;132.21;"CD"
328;329;169.91;127.4325;"CD"
330;331;164.18;123.135;"CD"
332;333;159.58;119.685;"CD"
334;335;153.92;115.44;"CD"
336;337;150.62;112.965;"CD"
338;339;146.83;110.1225;"CD"
340;341;142.34;106.755;"CD"
342;343;138.31;103.7325;"CD"
344;345;133.85;100.38749999999999;"CD"
346;347;128.65;96.48750000000001;"CD"
348;349;122.27;91.7025;"CD"
350;351;118.41;88.8075;"CD"
352;353;111.71;83.7825;"CD"
354;355;107.93;80.9475;"CD"
356;357;101.76;76.32000000000001;"CD"
358;359;98.58;73.935;"CD"
360;361;93.23;69.9225;"CD"
362;363;89.19;66.8925;"CD"
364;365;85.21;63.9075;"CD"
366;367;80.93;60.697500000000005;"CD"
368;369;76.11;57.082499999999996;"CD"
370;371;72.7;54.525000000000006;"CD"
372;373;68.53;51.3975;"CD"
374;375;63.67;47.7525;"CD"
376;377;60.42;45.315;"CD"
378;379;55.29;41.4675;"CD"
380;381;50.7;38.025000000000006;"CD"
382;383;47.16;35.37;"CD"
384;385;41.87;31.402499999999996;"CD"
386;387;37.48;28.11;"CD"
388;389;32.15;0.0;"SD"
390;391;218.26;163.695;"CD"
392;393;222.25;166.6875;"CD"
394;395;220.58;165.435;"CD"
396;397;224.09;168.0675;"CD"
398;399;223.78;167.835;"CD"
400;401;221.68;166.26;"CD"
402;403;224.05;168.03750000000002;"CD"
404;405;222.22;166.665;"CD"
406;407;223.17;167.3775;"CD"
408;409;223.28;167.46;"CD"
204;202;3.45;0.0;"SD"
202;200;2.64;0.0;"SD"
200;198;3.29;0.0;"SD"
198;196;3.88;0.0;"SD"
196;194;2.88;0.0;"SD"
194;192;2.23;0.0;"SD"
192;190;3.63;0.0;"SD"
190;188;2.71;0.0;"SD"
188;186;3.04;0.0;"SD"
186;184;2.98;0.0;"SD"
184;182;2.25;0.0;"SD"
182;180;2.36;0.0;"SD"
180;178;1.81;0.0;"SD"
178;176;2.66;0.0;"SD"
176;174;1.84;0.0;"SD"
174;172;2.2;0.0;"SD"
172;170;1.86;0.0;"SD"
170;168;1.89;0.0;"SD"
168;166;2.13;0.0;"SD"
166;164;2.4;0.0;"SD"
164;162;1.98;0.0;"SD"
162;160;1.81;0.0;"SD"
160;158;1.54;0.0;"SD"
158;156;2.51;0.0;"SD"
156;154;2.23;0.0;"SD"
154;152;1.48;0.0;"SD"
152;150;2.3;0.0;"SD"
150;148;1.31;0.0;"SD"
148;146;1.42;0.0;"SD"
146;144;2.14;0.0;"SD"
144;142;1.65;0.0;"SD"
142;140;1.58;0.0;"SD"
140;138;1.48;0.0;"SD"
138;136;2.18;0.0;"SD"
136;134;1.58;0.0;"SD"
134;132;1.51;0.0;"SD"
132;130;3.09;0.0;"SD"
130;128;1.36;0.0;"SD"
128;126;1.61;0.0;"SD"
126;124;1.54;0.0;"SD"
124;122;1.79;0.0;"SD"
122;120;1.63;0.0;"SD"
120;118;1.6;0.0;"SD"
118;116;1.84;0.0;"SD"
116;114;1.77;0.0;"SD"
114;112;1.82;0.0;"SD"
112;110;1.88;0.0;"SD"
110;108;1.78;0.0;"SD"
108;106;1.61;0.0;"SD"
106;104;1.35;0.0;"SD"
104;102;1.76;0.0;"SD"
102;100;1.92;0.0;"SD"
100;98;1.63;0.0;"SD"
98;96;1.67;0.0;"SD"
96;94;1.75;0.0;"SD"
94;92;1.58;0.0;"SD"
92;90;1.66;0.0;"SD"
90;88;2.06;0.0;"SD"
88;86;1.46;0.0;"SD"
86;84;1.2;0.0;"SD"
84;82;1.65;0.0;"SD"
82;80;1.65;0.0;"SD"
80;78;1.51;0.0;"SD"
78;76;1.74;0.0;"SD"
76;74;1.53;0.0;"SD"
74;72;1.82;0.0;"SD"
72;70;1.5;0.0;"SD"
70;68;1.76;0.0;"SD"
68;66;1.53;0.0;"SD"
66;64;1.55;0.0;"SD"
64;62;1.89;0.0;"SD"
62;60;1.51;0.0;"SD"
60;58;1.54;0.0;"SD"
58;56;1.74;0.0;"SD"
56;54;1.84;0.0;"SD"
54;52;1.58;0.0;"SD"
52;50;1.55;0.0;"SD"
50;48;1.74;0.0;"SD"
48;46;1.82;0.0;"SD"
46;44;1.63;0.0;"SD"
44;42;1.69;0.0;"SD"
42;40;1.46;0.0;"SD"
40;38;1.57;0.0;"SD"
38;36;2.08;0.0;"SD"
36;34;1.59;0.0;"SD"
34;32;1.61;0.0;"SD"
32;30;1.71;0.0;"SD"
30;28;1.97;0.0;"SD"
28;26;1.73;0.0;"SD"
26;24;2.02;0.0;"SD"
24;22;1.43;0.0;"SD"
22;20;2.01;0.0;"SD"
20;18;1.58;0.0;"SD"
18;16;1.63;0.0;"SD"
16;14;1.44;0.0;"SD"
14;12;1.92;0.0;"SD"
12;10;1.59;0.0;"SD"
10;8;1.65;0.0;"SD"
8;6;1.27;0.0;"SD"
6;4;2.26;0.0;"SD"
4;2;1.45;0.0;"SD"
2;293;1.98;0.0;"SD"
293;390;1.58;0.0;"SD"
390;394;1.69;0.0;"SD"
394;393;1.62;0.0;"SD"
393;405;1.75;0.0;"SD"
405;406;1.62;0.0;"SD"
406;409;1.62;0.0;"SD"
409;402;1.55;0.0;"SD"
402;397;1.83;0.0;"SD"
397;398;1.68;0.0;"SD"
398;401;1.63;0.0;"SD"
401;287;1.66;0.0;"SD"
287;285;1.72;0.0;"SD"
285;283;1.34;0.0;"SD"
283;281;2.2;0.0;"SD"
281;279;1.7;0.0;"SD"
279;277;1.62;0.0;"SD"
277;206;1.66;0.0;"SD"
206;208;1.64;0.0;"SD"
208;210;1.72;0.0;"SD"
210;212;1.61;0.0;"SD"
212;214;1.68;0.0;"SD"
214;216;1.81;0.0;"SD"
216;218;1.65;0.0;"SD"
218;220;1.44;0.0;"SD"
220;222;2.23;0.0;"SD"
222;224;1.53;0.0;"SD"
224;226;1.56;0.0;"SD"
226;228;1.47;0.0;"SD"
228;230;1.76;0.0;"SD"
230;232;1.91;0.0;"SD"
232;234;1.58;0.0;"SD"
234;236;1.85;0.0;"SD"
236;238;1.75;0.0;"SD"
238;274;1.97;0.0;"SD"
274;272;1.54;0.0;"SD"
272;270;1.69;0.0;"SD"
270;268;1.9;0.0;"SD"
268;266;1.77;0.0;"SD"
266;264;1.52;0.0;"SD"
264;262;2.0;0.0;"SD"
262;260;1.63;0.0;"SD"
260;258;1.93;0.0;"SD"
258;256;1.45;0.0;"SD"
256;254;1.95;0.0;"SD"
254;252;1.49;0.0;"SD"
252;250;1.86;0.0;"SD"
250;248;1.82;0.0;"SD"
248;246;1.91;0.0;"SD"
246;244;1.35;0.0;"SD"
244;242;1.99;0.0;"SD"
242;240;1.47;0.0;"SD"
240;289;1.94;0.0;"SD"
289;290;1.61;0.0;"SD"
290;292;1.65;0.0;"SD"
292;294;1.86;0.0;"SD"
294;296;1.59;0.0;"SD"
296;298;1.49;0.0;"SD"
298;300;1.76;0.0;"SD"
300;302;1.3;0.0;"SD"
302;304;1.53;0.0;"SD"
304;306;1.68;0.0;"SD"
306;308;1.66;0.0;"SD"
308;310;1.44;0.0;"SD"
310;312;2.1;0.0;"SD"
312;314;1.31;0.0;"SD"
314;316;1.76;0.0;"SD"
316;318;1.51;0.0;"SD"
318;320;1.53;0.0;"SD"
320;322;1.48;0.0;"SD"
322;324;1.42;0.0;"SD"
324;326;2.05;0.0;"SD"
326;328;1.52;0.0;"SD"
328;330;1.77;0.0;"SD"
330;332;2.27;0.0;"SD"
332;334;1.54;0.0;"SD"
334;336;2.31;0.0;"SD"
336;338;2.02;0.0;"SD"
338;340;1.69;0.0;"SD"
340;342;2.74;0.0;"SD"
342;344;3.15;0.0;"SD"
344;346;3.3;0.0;"SD"
346;348;3.93;0.0;"SD"
348;350;2.27;0.0;"SD"
350;352;4.02;0.0;"SD"
352;354;3.21;0.0;"SD"
354;356;3.62;0.0;"SD"
356;358;2.12;0.0;"SD"
358;360;3.06;0.0;"SD"
360;362;3.06;0.0;"SD"
362;364;2.76;0.0;"SD"
364;366;2.45;0.0;"SD"
366;368;2.67;0.0;"SD"
368;370;2.72;0.0;"SD"
370;372;2.85;0.0;"SD"
372;374;2.77;0.0;"SD"
374;376;2.52;0.0;"SD"
376;378;2.95;0.0;"SD"
378;380;3.31;0.0;"SD"
380;382;2.62;0.0;"SD"
382;384;2.92;0.0;"SD"
384;386;2.82;0.0;"SD"
386;388;3.74;0.0;"SD"
389;387;2.31;0.0;"SD"
387;385;2.35;0.0;"SD"
385;383;3.01;0.0;"SD"
383;381;2.0;0.0;"SD"
381;379;1.9;0.0;"SD"
379;377;2.81;0.0;"SD"
377;375;1.67;0.0;"SD"
375;373;2.76;0.0;"SD"
373;371;2.35;0.0;"SD"
371;369;1.68;0.0;"SD"
369;367;2.76;0.0;"SD"
367;365;2.6;0.0;"SD"
365;363;1.98;0.0;"SD"
363;361;1.73;0.0;"SD"
361;359;2.93;0.0;"SD"
359;357;1.95;0.0;"SD"
357;355;3.03;0.0;"SD"
355;353;1.55;0.0;"SD"
353;351;3.11;0.0;"SD"
351;349;2.49;0.0;"SD"
349;347;2.64;0.0;"SD"
347;345;2.5;0.0;"SD"
345;343;2.18;0.0;"SD"
343;341;1.86;0.0;"SD"
341;339;3.55;0.0;"SD"
339;337;2.57;0.0;"SD"
337;335;1.88;0.0;"SD"
335;333;4.73;0.0;"SD"
333;331;3.24;0.0;"SD"
331;329;4.72;0.0;"SD"
329;327;5.81;0.0;"SD"
327;325;5.44;0.0;"SD"
325;323;7.89;0.0;"SD"
323;321;7.35;0.0;"SD"
321;319;21.04;0.0;"SD"
319;317;11.57;0.0;"SD"
317;315;4.71;0.0;"SD"
315;313;6.44;0.0;"SD"
313;311;4.6;0.0;"SD"
311;309;5.28;0.0;"SD"
309;307;6.28;0.0;"SD"
307;305;7.38;0.0;"SD"
305;303;4.59;0.0;"SD"
303;301;5.22;0.0;"SD"
301;299;7.21;0.0;"SD"
299;297;4.62;0.0;"SD"
297;295;1.64;0.0;"SD"
295;0;1.39;0.0;"SD"
0;291;1.29;0.0;"SD"
291;288;2.08;0.0;"SD"
288;241;2.57;0.0;"SD"
241;243;1.83;0.0;"SD"
243;245;2.26;0.0;"SD"
245;247;2.02;0.0;"SD"
247;249;2.52;0.0;"SD"
249;251;2.12;0.0;"SD"
251;253;2.33;0.0;"SD"
253;255;2.34;0.0;"SD"
255;257;1.43;0.0;"SD"
257;259;2.08;0.0;"SD"
259;261;1.93;0.0;"SD"
261;263;4.24;0.0;"SD"
263;265;2.92;0.0;"SD"
265;267;2.66;0.0;"SD"
267;269;1.5;0.0;"SD"
269;271;1.33;0.0;"SD"
271;273;1.46;0.0;"SD"
273;275;1.08;0.0;"SD"
275;239;1.59;0.0;"SD"
239;237;1.91;0.0;"SD"
237;235;1.58;0.0;"SD"
235;233;1.61;0.0;"SD"
233;231;1.35;0.0;"SD"
231;229;1.91;0.0;"SD"
229;227;2.26;0.0;"SD"
227;225;1.74;0.0;"SD"
225;223;2.11;0.0;"SD"
223;221;1.7;0.0;"SD"
221;219;1.94;0.0;"SD"
219;217;1.98;0.0;"SD"
217;215;1.89;0.0;"SD"
215;213;1.19;0.0;"SD"
213;211;1.98;0.0;"SD"
211;209;2.66;0.0;"SD"
209;207;1.7;0.0;"SD"
207;276;1.8;0.0;"SD"
276;278;1.76;0.0;"SD"
278;280;3.51;0.0;"SD"
280;282;2.14;0.0;"SD"
282;284;1.54;0.0;"SD"
284;286;2.04;0.0;"SD"
286;400;3.11;0.0;"SD"
400;399;3.35;0.0;"SD"
399;396;2.26;0.0;"SD"
396;403;2.08;0.0;"SD"
403;408;1.37;0.0;"SD"
408;407;1.75;0.0;"SD"
407;404;1.65;0.0;"SD"
404;392;1.81;0.0;"SD"
392;395;1.77;0.0;"SD"
395;391;1.66;0.0;"SD"
391;1;1.69;0.0;"SD"
1;3;2.46;0.0;"SD"
3;5;2.4;0.0;"SD"
5;7;3.29;0.0;"SD"
7;9;3.08;0.0;"SD"
9;11;2.06;0.0;"SD"
11;13;2.39;0.0;"SD"
13;15;3.47;0.0;"SD"
15;17;3.47;0.0;"SD"
17;19;1.97;0.0;"SD"
19;21;1.67;0.0;"SD"
21;23;2.85;0.0;"SD"
23;25;1.45;0.0;"SD"
25;27;1.93;0.0;"SD"
27;29;1.53;0.0;"SD"
29;31;2.7;0.0;"SD"
31;33;1.3;0.0;"SD"
33;35;1.84;0.0;"SD"
35;37;1.74;0.0;"SD"
37;39;1.68;0.0;"SD"
39;41;1.9;0.0;"SD"
41;43;1.61;0.0;"SD"
43;45;1.8;0.0;"SD"
45;47;1.58;0.0;"SD"
47;49;1.79;0.0;"SD"
49;51;1.07;0.0;"SD"
51;53;1.78;0.0;"SD"
53;55;1.38;0.0;"SD"
55;57;1.76;0.0;"SD"
57;59;1.5;0.0;"SD"
59;61;1.98;0.0;"SD"
61;63;1.32;0.0;"SD"
63;65;1.7;0.0;"SD"
65;67;1.76;0.0;"SD"
67;69;1.84;0.0;"SD"
69;71;1.9;0.0;"SD"
71;73;1.77;0.0;"SD"
73;75;2.14;0.0;"SD"
75;77;2.04;0.0;"SD"
77;79;1.62;0.0;"SD"
79;81;1.83;0.0;"SD"
81;83;2.17;0.0;"SD"
83;85;1.97;0.0;"SD"
85;87;1.68;0.0;"SD"
87;89;2.25;0.0;"SD"
89;91;1.6;0.0;"SD"
91;93;1.92;0.0;"SD"
93;95;2.04;0.0;"SD"
95;97;1.72;0.0;"SD"
97;99;1.81;0.0;"SD"
99;101;1.89;0.0;"SD"
101;103;2.91;0.0;"SD"
103;105;1.39;0.0;"SD"
105;107;1.87;0.0;"SD"
107;109;2.19;0.0;"SD"
109;111;2.18;0.0;"SD"
111;113;1.88;0.0;"SD"
113;115;1.59;0.0;"SD"
115;117;1.56;0.0;"SD"
117;119;1.85;0.0;"SD"
119;121;1.49;0.0;"SD"
